VID,Speed,Position(X),Position(Y),LID,max,allowed
veh0,0.0,3670.493741681037,1475.10829174683,318210389#0_0
veh1,0.0,4493.788334623612,758.5093762206067,192204854#0_4
veh2,0.0,2386.666775064535,3167.971484357421,40451057#0_0
veh3,0.0,5278.180914099031,2693.955465978756,70553224#0_0
veh4,0.0,5047.984771573604,2771.735228426396,238053689#0_0
veh5,0.0,4415.457260752372,808.0787953811634,152839434#0_0
veh6,0.0,1938.8721100943148,679.6824241302918,-180239842_0
veh7,0.0,827.6012907844096,1427.1229275782155,318210399#0_1
veh8,0.0,3394.7673431069434,2006.4739566999797,153021542#0_0
veh9,0.0,2230.2486464230574,796.5171127123006,46150483#0_0
veh10,0.0,2301.8645479642255,789.5567397644246,46039051#0_0
veh11,0.0,990.305141029289,1530.4330890653177,206579071_2
veh12,23.097456993245597,2100.148271352097,754.2681606705061,292525978_0
veh13,11.318045970000002,2032.5800943549075,3764.171144596315,-5060711#4_0
veh14,0.0,1334.1617050422215,1771.7439619114957,54039620#0_0
veh16,18.40471351019996,1212.2987472051034,1142.3773806515715,292525977_0
veh17,11.980409472061233,820.5313644768577,1345.3423164078938,25944425#0_0
veh18,13.003818,5008.735771298993,3552.331185357016,23010022_0
veh19,0.0,3610.765285612345,1434.8578153223743,670062912#0_0
veh20,0.0,1677.8377647047644,3427.070065296134,348583831#0_2
veh21,13.52920733268901,2373.1705018554117,603.3425441530286,176039655_0
veh22,7.799999331610278,1452.793786631082,1833.0281272364798,-339558638#6_0
veh23,7.396318902699746,3611.218141677579,1450.3149891451753,-52080655#2_0
veh24,0.0,4100.207465033625,500.3660882467125,318210388#0_0
veh25,12.120414,17.589174382385853,390.2077926387311,22721677#0_1
veh26,0.0,2797.0806258897733,622.5423581365178,190083618#0_2
